input,normalized,detected_label,detected_category,method,score,gt_label,gt_category,correct_label,correct_category
switchon the air conditioner,switch the air conditioner,air conditioner,object,direct,1.0,air conditioner,object,1,1
switch on teh air conditioner,switch on teeth air conditioner,air conditioner,object,direct,1.0,air conditioner,object,1,1
take my bag,take my bag,bag,object,tfidf,1.0000000000000002,bag,object,1,1
takemy bag,take bag,bag,object,direct,1.0,bag,object,1,1
tak my bag,take my bag,bag,object,tfidf,1.0000000000000002,bag,object,1,1
take a blank paper,take a blank paper,blank paper,object,tfidf,1.0000000000000002,blank paper,object,1,1
take a blank paper,take a blank paper,blank paper,object,tfidf,1.0000000000000002,blank paper,object,1,1
takea blank paper,take blank paper,blank paper,object,tfidf,1.0000000000000002,blank paper,object,1,1
take that book,take that book,book,object,direct,1.0,book,object,1,1
take tht book,take that book,book,object,direct,1.0,book,object,1,1
take htat book,take hat book,book,object,direct,1.0,book,object,1,1
take all the books,take all the books,books,object,tfidf,1.0000000000000002,books,object,1,1
tk all the books,tk all the books,books,object,direct,1.0,books,object,1,1
take allthe books,take allthe books,books,object,direct,1.0,books,object,1,1
i want my boot,i want my boot,boot,object,direct,1.0,boot,object,1,1
i wan my boot,i want my boot,boot,object,direct,1.0,boot,object,1,1
i want my bt,i want my bat,bat,birds,direct,1.0,boot,object,0,0
take that bowl,take that bowl,bowl,object,tfidf,1.0000000000000002,bowl,object,1,1
tk that bowl,tk that bowl,bowl,object,direct,1.0,bowl,object,1,1
takethat bowl,takethat bowl,bowl,object,direct,1.0,bowl,object,1,1
take my cap,take my cap,cap,object,tfidf,1.0000000000000002,cap,object,1,1
taek my cap,take my cap,cap,object,tfidf,1.0000000000000002,cap,object,1,1
takemy cap,take cap,cap,object,direct,1.0,cap,object,1,1
sit in chair,sit in chair,chair,object,tfidf,1.0000000000000002,chair,object,1,1
ist in chair,it in chair,chair,object,direct,1.0,chair,object,1,1
sit in chai,sit in chair,chair,object,tfidf,1.0000000000000002,chair,object,1,1
i need a chalk,i need a chalk,chalk,object,direct,1.0,chalk,object,1,1
i need a chalk,i need a chalk,chalk,object,direct,1.0,chalk,object,1,1
i need a chal,i need a chalk,chalk,object,direct,1.0,chalk,object,1,1
give me coloured paper,give me coloured paper,coloured paper,object,tfidf,1.0000000000000002,coloured paper,object,1,1
give me colouredpaper,give me coloured paper,coloured paper,object,tfidf,1.0000000000000002,coloured paper,object,1,1
give m coloured paper,give m coloured paper,coloured paper,object,direct,1.0,coloured paper,object,1,1
i need computer,i need computer,computer,object,direct,1.0,computer,object,1,1
i need computer,i need computer,computer,object,direct,1.0,computer,object,1,1
give me a crayon,give me a crayon,crayon,object,tfidf,1.0000000000000002,crayon,object,1,1
give me a crayon,give me a crayon,crayon,object,tfidf,1.0000000000000002,crayon,object,1,1
gv me a crayon,gve me a crayon,crayon,object,direct,1.0,crayon,object,1,1
give me a cup,give me a cup,cup,object,tfidf,1.0000000000000002,cup,object,1,1
give me a cpu,give me a cpu,cup,object,fuzzy,0.9230769230769231,cup,object,1,1
give m a cup,give m a cup,cup,object,direct,1.0,cup,object,1,1
it’s a diamond,it’s a diamond,diamond,object,tfidf,1.0000000000000002,diamond,object,1,1
its’ a diamond,its a diamond,diamond,object,direct,1.0,diamond,object,1,1
it’s  diamond,it’s diamond,diamond,object,tfidf,1.0000000000000002,diamond,object,1,1
this is my favorite book,this is my favorite book,favorite book,object,tfidf,1.0000000000000004,favorite book,object,1,1
this is my favorite bk,this is my favorite bk,favorite book,object,fuzzy,0.9565217391304348,favorite book,object,1,1
there is the mug,there is the mug,mug,object,direct,1.0,mug,object,1,1
thereis the mug,there's the mug,mug,object,direct,1.0,mug,object,1,1
give me pen,give me pen,pen,object,tfidf,1.0000000000000002,pen,object,1,1
give mepen,give pen,pen,object,direct,1.0,pen,object,1,1
give me pen,give me pen,pen,object,tfidf,1.0000000000000002,pen,object,1,1
there is the picture book,there is the picture book,picture book,object,tfidf,1.0000000000000004,picture book,object,1,1
there is th picture book,there is the picture book,picture book,object,tfidf,1.0000000000000004,picture book,object,1,1
there isthe picture book,there the picture book,book,object,direct,1.0,picture book,object,0,1
i want my scarf,i want my scarf,scarf,object,direct,1.0,scarf,object,1,1
i wan my scarf,i want my scarf,scarf,object,direct,1.0,scarf,object,1,1
i want my scrf,i want my scarf,scarf,object,direct,1.0,scarf,object,1,1
where is the scissors,where is the scissors,scissors,object,tfidf,1.0000000000000002,scissors,object,1,1
whereis the scissors,where the scissors,scissors,object,direct,1.0,scissors,object,1,1
wehre is the scissors,where is the scissors,scissors,object,tfidf,1.0000000000000002,scissors,object,1,1
i want stapler,i want stapler,stapler,object,direct,1.0,stapler,object,1,1
i want stapelr,i want stapler,stapler,object,direct,1.0,stapler,object,1,1
i want stapler,i want stapler,stapler,object,direct,1.0,stapler,object,1,1
i want to buy some stationary,i want to buy some stationary,stationery,object,fuzzy,1.0,stationery,object,1,1
i want to buy some stationary,i want to buy some stationary,stationery,object,fuzzy,1.0,stationery,object,1,1
what is the current month,what is the current month,current month,others,direct,1.0,current month,others,1,1
what i the current month,what i the current month,current month,others,direct,1.0,current month,others,1,1
wht is the current month,what is the current month,current month,others,direct,1.0,current month,others,1,1
what is the current season,what is the current season,current season,others,direct,1.0,current season,others,1,1
what is the current ssn,what is the current ssn,current season,others,fuzzy,0.9387755102040817,current season,others,1,1
what isthe current season,what the current season,current season,others,direct,1.0,current season,others,1,1
what is the current time,what is the current time,current time,others,direct,1.0,current time,others,1,1
what is the current tim,what is the current time,current time,others,direct,1.0,current time,others,1,1
wha is the current time,what is the current time,current time,others,direct,1.0,current time,others,1,1
there is a divider,there is a divider,divider,others,direct,1.0,divider,others,1,1
thr is a divider,there is a divider,divider,others,direct,1.0,divider,others,1,1
thereis a divider,there's a divider,divider,others,direct,1.0,divider,others,1,1
its italian,its italian,italian,others,tfidf,1.0000000000000002,italian,others,1,1
its italia,its italian,italian,others,tfidf,1.0000000000000002,italian,others,1,1
there are some blocks,there are some blocks,blocks,others,direct,1.0,blocks,others,1,1
there ar some blocks,there ear some blocks,blocks,others,direct,1.0,blocks,others,1,1
there are sm blocks,there are sm blocks,blocks,others,direct,1.0,blocks,others,1,1
draw a slanting line,draw a slanting line,slanting line,others,tfidf,1.0000000000000002,slanting line,others,1,1
draw a slanting lnie,draw a slanting nice,draw,help,direct,1.0,slanting line,others,0,0
drawa slanting line,draw slanting line,slanting line,others,tfidf,1.0000000000000002,slanting line,others,1,1
i want to slide,i want to slide,slide,others,tfidf,1.0000000000000002,slide,others,1,1
 want to slide,want to slide,slide,others,tfidf,1.0000000000000002,slide,others,1,1
is this the standing line,is this the standing line,standing line,others,tfidf,1.0000000000000002,standing line,others,1,1
s this the standing line,s this the standing line,standing line,others,direct,1.0,standing line,others,1,1
is this th standing line,is this the standing line,standing line,others,tfidf,1.0000000000000002,standing line,others,1,1
take me to canteen,take me to canteen,canteen,place,direct,1.0,canteen,place,1,1
take m to canteen,take m to canteen,canteen,place,direct,1.0,canteen,place,1,1
take me tocanteen,take me canteen,canteen,place,direct,1.0,canteen,place,1,1
i want to go to church,i want to go to church,church,place,tfidf,1.0000000000000002,church,place,1,1
i want t go to church,i want t go to church,church,place,direct,1.0,church,place,1,1
i want togo to church,i want too to church,church,place,direct,1.0,church,place,1,1
i want to go to clinic,i want to go to clinic,clinic,place,tfidf,1.0000000000000002,clinic,place,1,1
i want to goto clinic,i want to good clinic,clinic,place,direct,1.0,clinic,place,1,1
i want to g to clinic,i want to g to clinic,clinic,place,direct,1.0,clinic,place,1,1
lets go to clothes shop,lets go to clothes shop,clothes shop,place,direct,1.0,clothes shop,place,1,1
lets go to clothes shpo,lets go to clothes show,clothes shop,place,fuzzy,0.9565217391304348,clothes shop,place,1,1
lets goto clothes shop,lets good clothes shop,clothes shop,place,direct,1.0,clothes shop,place,1,1
lets go to grocery shop,lets go to grocery shop,grocery shop,place,tfidf,1.0000000000000002,grocery shop,place,1,1
lets g to grocery shop,lets g to grocery shop,grocery shop,place,direct,1.0,grocery shop,place,1,1
lets go to groceyr shop,lets go to grocery shop,grocery shop,place,tfidf,1.0000000000000002,grocery shop,place,1,1
take me to gymnastics,take me to gymnastics,gymnastics,place,direct,1.0,gymnastics,place,1,1
tk me to gymnastics,tk me to gymnastics,gymnastics,place,direct,1.0,gymnastics,place,1,1
taek me to gymnastics,take me to gymnastics,gymnastics,place,direct,1.0,gymnastics,place,1,1
take me to hospital,take me to hospital,hospital,place,direct,1.0,hospital,place,1,1
take me to hospital,take me to hospital,hospital,place,direct,1.0,hospital,place,1,1
take me to hsptl,take me to hospital,hospital,place,direct,1.0,hospital,place,1,1
its in kitchen,its in kitchen,kitchen,place,direct,1.0,kitchen,place,1,1
its n kitchen,its n kitchen,kitchen,place,direct,1.0,kitchen,place,1,1
its i kitchen,its i kitchen,kitchen,place,direct,1.0,kitchen,place,1,1
its in our living room,its in our living room,living room,place,direct,1.0,living room,place,1,1
itsin our living room,its our living room,living room,place,direct,1.0,living room,place,1,1
its in ou living room,its in you living room,living room,place,direct,1.0,living room,place,1,1
lets go to the mall,lets go to the mall,mall,place,tfidf,1.0000000000000002,mall,place,1,1
lets go to th mall,lets go to the mall,mall,place,tfidf,1.0000000000000002,mall,place,1,1
lets goto the mall,lets good the mall,mall,place,direct,1.0,mall,place,1,1
go to the meet shop,go to the meet shop,meat shop,place,tfidf,1.0000000000000002,meat shop,place,1,1
g to the meet shop,g to the meet shop,shop,place,direct,1.0,meat shop,place,0,1
go to the meet shop,go to the meet shop,meat shop,place,tfidf,1.0000000000000002,meat shop,place,1,1
go to medical shop,go to medical shop,medical shop-chemist's shop-pharmacy,place,tfidf,1.0000000000000002,medical shop-chemist's shop-pharmacy,place,1,1
go tomedical shop,go medical shop,shop,place,direct,1.0,medical shop-chemist's shop-pharmacy,place,0,1
go to mdcl shop,go to mdcl shop,shop,place,direct,1.0,medical shop-chemist's shop-pharmacy,place,0,1
take me to museum,take me to museum,museum,place,direct,1.0,museum,place,1,1
take me t museum,take me t museum,museum,place,direct,1.0,museum,place,1,1
take me to museum,take me to museum,museum,place,direct,1.0,museum,place,1,1
this is my house,this is my house,my house,place,direct,1.0,my house,place,1,1
this s my house,this s my house,my house,place,direct,1.0,my house,place,1,1
this i my house,this i my house,my house,place,direct,1.0,my house,place,1,1
take me to the park,take me to the park,park,place,tfidf,1.0000000000000002,park,place,1,1
take me to the prk,take me to the pork,pork,food,direct,1.0,park,place,0,0
take me to th park,take me to the park,park,place,tfidf,1.0000000000000002,park,place,1,1
it is the place of worship,it is the place of worship,places of worship,place,tfidf,1.0000000000000002,places of worship,place,1,1
it s the place of worship,it s the place of worship,places of worship,place,fuzzy,0.9803921568627451,places of worship,place,1,1
it is the place of wrshp,it is the place of worship,places of worship,place,tfidf,1.0000000000000002,places of worship,place,1,1
take me to play room,take me to play room,play room,place,direct,1.0,play room,place,1,1
take me to playroom,take me to play room,play room,place,direct,1.0,play room,place,1,1
take meto play room,take meet play room,play room,place,direct,1.0,play room,place,1,1
shall we go to playground,shall we go to playground,playground,place,tfidf,1.0000000000000002,playground,place,1,1
shll we go to playground,shall we go to playground,playground,place,tfidf,1.0000000000000002,playground,place,1,1
shall we go toplayground,shall we go playground,playground,place,direct,1.0,playground,place,1,1
shall we go to an restaurant,shall we go to an restaurant,restaurant,place,direct,1.0,restaurant,place,1,1
shall we go to an restaurant,shall we go to an restaurant,restaurant,place,direct,1.0,restaurant,place,1,1
shall we go to a restaurant,shall we go to a restaurant,restaurant,place,direct,1.0,restaurant,place,1,1
i want to see my  school,i want to see my school,school,place,tfidf,1.0000000000000002,school,place,1,1
i wan to see my school,i want to see my school,school,place,tfidf,1.0000000000000002,school,place,1,1
i watn to see my school,i what to see my school,school,place,direct,1.0,school,place,1,1
take me to balcony,take me to balcony,balcony,place,direct,1.0,balcony,place,1,1
atke me to balcony,take me to balcony,balcony,place,direct,1.0,balcony,place,1,1
take me to balcon,take me to balcony,balcony,place,direct,1.0,balcony,place,1,1
take me to the shop,take me to the shop,shop,place,direct,1.0,shop,place,1,1
take me tothe shop,take me the shop,shop,place,direct,1.0,shop,place,1,1
take m to the shop,take m to the shop,shop,place,direct,1.0,shop,place,1,1
take me to staffroom,take me to staffroom,staffroom,place,direct,1.0,staffroom,place,1,1
take m to staffroom,take m to staffroom,staffroom,place,direct,1.0,staffroom,place,1,1
take me tostaffroom,take me staffroom,staffroom,place,direct,1.0,staffroom,place,1,1
can you repeat that question,can you repeat that question,questions,question,tfidf,1.0000000000000002,questions,question,1,1
can you repeat tha question,can you repeat that question,questions,question,tfidf,1.0000000000000002,questions,question,1,1
it’s a circle,it’s a circle,circle,shape,tfidf,1.0000000000000002,circle,shape,1,1
it’s acircle,it’s circle,circle,shape,tfidf,1.0000000000000002,circle,shape,1,1
its’ a circle,its a circle,circle,shape,direct,1.0,circle,shape,1,1
it’s a cube,it’s a cube,cube,shape,tfidf,1.0000000000000002,cube,shape,1,1
it’ a cube,it’s a cube,cube,shape,tfidf,1.0000000000000002,cube,shape,1,1
it’sa cube,it’s cube,cube,shape,tfidf,1.0000000000000002,cube,shape,1,1
its in rectangle in shape,its in rectangle in shape,rectangle,shape,tfidf,1.0000000000000002,rectangle,shape,1,1
its in recatngle in shape,its in rectangle in shape,rectangle,shape,tfidf,1.0000000000000002,rectangle,shape,1,1
its in rectangle in shp,its in rectangle in shop,shop,place,direct,1.0,rectangle,shape,0,0
its a square,its a square,square,shape,tfidf,1.0000000000000002,square,shape,1,1
its asquare,its square,square,shape,tfidf,1.0000000000000002,square,shape,1,1
it a square,it a square,square,shape,direct,1.0,square,shape,1,1
i want to wear belt,i want to wear belt,belt,things,direct,1.0,belt,things,1,1
i want to wear belt,i want to wear belt,belt,things,direct,1.0,belt,things,1,1
i like bracelet,i like bracelet,bracelet,things,tfidf,1.0000000000000002,bracelet,things,1,1
i likebracelet,i bracelet,bracelet,things,direct,1.0,bracelet,things,1,1
this is my chappals,this is my chappals,chappals,things,direct,1.0,chappals,things,1,1
thi is my chappals,this is my chappals,chappals,things,direct,1.0,chappals,things,1,1
this is my chappal,this is my chappals,chappals,things,direct,1.0,chappals,things,1,1
take my coat,take my coat,coat,things,tfidf,1.0000000000000002,coat,things,1,1
take m coat,take m coat,coat,things,direct,1.0,coat,things,1,1
tak my coat,take my coat,coat,things,tfidf,1.0000000000000002,coat,things,1,1
take my drawing book,take my drawing book,book,object,direct,1.0,drawing book,things,0,0
take my drawing book,take my drawing book,book,object,direct,1.0,drawing book,things,0,0
where is my errings,where is my errings,earrings,things,fuzzy,1.0,earrings,things,1,1
where is my errings,where is my errings,earrings,things,fuzzy,1.0,earrings,things,1,1
there is the english book,there is the english book,english book,things,tfidf,1.0000000000000004,english book,things,1,1
there is the english book,there is the english book,english book,things,tfidf,1.0000000000000004,english book,things,1,1
there is theenglish book,there is english book,book,object,direct,1.0,english book,things,0,0
give me an eraser,give me an eraser,eraser,things,tfidf,1.0000000000000002,eraser,things,1,1
give m an eraser,give m an eraser,eraser,things,direct,1.0,eraser,things,1,1
gv me an eraser,gve me an eraser,eraser,things,direct,1.0,eraser,things,1,1
these are my favourites,these are my favourites,favourites,things,tfidf,1.0000000000000002,favourites,things,1,1
these are my favourites,these are my favourites,favourites,things,tfidf,1.0000000000000002,favourites,things,1,1
tehse are my favourites,these are my favourites,favourites,things,tfidf,1.0000000000000002,favourites,things,1,1
give me fork,give me fork,fork,things,tfidf,1.0000000000000002,fork,things,1,1
give me frok,give me frock,frock,help,direct,1.0,fork,things,0,0
give me for,give me for,fork,things,fuzzy,0.9565217391304348,fork,things,1,1
my hat,my hat,hat,things,direct,1.0,hat,things,1,1
my hat,my hat,hat,things,direct,1.0,hat,things,1,1
my ha,my hat,hat,things,direct,1.0,hat,things,1,1
there is the knife,there is the knife,knife,things,direct,1.0,knife,things,1,1
there is th knife,there is the knife,knife,things,direct,1.0,knife,things,1,1
there is the knife,there is the knife,knife,things,direct,1.0,knife,things,1,1
there is the lamp,there is the lamp,lamp,things,direct,1.0,lamp,things,1,1
there i the lamp,there i the lamp,lamp,things,direct,1.0,lamp,things,1,1
there isthe lamp,there the lamp,lamp,things,direct,1.0,lamp,things,1,1
there is the lock and key,there is the lock and key,lock and key,things,tfidf,1.0000000000000002,lock and key,things,1,1
there is the lock an key,there is the lock an key,key,object,direct,1.0,lock and key,things,0,0
there s the lock and key,there s the lock and key,lock and key,things,direct,1.0,lock and key,things,1,1
get my necklace,get my necklace,necklace,things,tfidf,1.0000000000000002,necklace,things,1,1
get my necklace,get my necklace,necklace,things,tfidf,1.0000000000000002,necklace,things,1,1
gte my necklace,gte my necklace,necklace,things,direct,1.0,necklace,things,1,1
give me paint,give me paint,paint,things,tfidf,1.0000000000000002,paint,things,1,1
give me pain,give me pain,paint,things,fuzzy,0.96,paint,things,1,1
give me panit,give me pants,pants,help,direct,1.0,paint,things,0,0
use paper clip,use paper clip,paper clip,things,tfidf,1.0000000000000002,paper clip,things,1,1
use pape clip,use paper clip,paper clip,things,tfidf,1.0000000000000002,paper clip,things,1,1
where is the pencil lead,where is the pencil lead,pencil lead,things,tfidf,1.0000000000000002,pencil lead,things,1,1
where is hte pencil lead,where is white pencil lead,pencil lead,things,direct,1.0,pencil lead,things,1,1
where is the penci lead,where is the pencil lead,pencil lead,things,tfidf,1.0000000000000002,pencil lead,things,1,1
give me pencil,give me pencil,pencil,things,direct,1.0,pencil,things,1,1
give m pencil,give m pencil,pencil,things,direct,1.0,pencil,things,1,1
give me penci,give me pencil,pencil,things,direct,1.0,pencil,things,1,1
give my pillows,give my pillows,pillows,things,direct,1.0,pillows,things,1,1
igve my pillows,gve my pillows,pillows,things,direct,1.0,pillows,things,1,1
giev my pillows,give my pillows,pillows,things,direct,1.0,pillows,things,1,1
where is my plate,where is my plate,plate,things,direct,1.0,plate,things,1,1
whereis my plate,where my plate,plate,things,direct,1.0,plate,things,1,1
hwere is my plate,here is my plate,plate,things,direct,1.0,plate,things,1,1
where is the scale,where is the scale,scale,things,tfidf,1.0000000000000002,scale,things,1,1
where is thescale,where is these,scale,things,fuzzy,0.875,scale,things,1,1
wher is the scale,where is the scale,scale,things,tfidf,1.0000000000000002,scale,things,1,1
it is my school notebook,it is my school notebook,school,place,direct,1.0,school notebook,things,0,0
it is my schoolnotebook,it is my school notebook,school,place,direct,1.0,school notebook,things,0,0
it is my shcool notebook,it is my school notebook,school,place,direct,1.0,school notebook,things,0,0
where is the sellotape,where is the sellotape,sellotape,things,tfidf,1.0000000000000002,sellotape,things,1,1
whr is the sellotape,where is the sellotape,sellotape,things,tfidf,1.0000000000000002,sellotape,things,1,1
where is th sellotape,where is the sellotape,sellotape,things,tfidf,1.0000000000000002,sellotape,things,1,1
i want shampoo,i want shampoo,shampoo,things,direct,1.0,shampoo,things,1,1
iwant shampoo,want shampoo,shampoo,things,direct,1.0,shampoo,things,1,1
 want shampoo,want shampoo,shampoo,things,direct,1.0,shampoo,things,1,1
its my soap,its my soap,soap,things,direct,1.0,soap,things,1,1
its my sp,its my sp,soap,things,fuzzy,0.9,soap,things,1,1
it my soap,it my soap,soap,things,direct,1.0,soap,things,1,1
i want a soft toy,i want a soft toy,soft toy,things,tfidf,1.0000000000000002,soft toy,things,1,1
i wanta soft toy,i want soft toy,soft toy,things,tfidf,1.0000000000000002,soft toy,things,1,1
i wnt a soft toy,i want a soft toy,soft toy,things,tfidf,1.0000000000000002,soft toy,things,1,1
give me a spoon,give me a spoon,spoon,things,tfidf,1.0000000000000002,spoon,things,1,1
give me a spoo,give me a spoon,spoon,things,tfidf,1.0000000000000002,spoon,things,1,1
give me a sopon,give me a spoon,spoon,things,tfidf,1.0000000000000002,spoon,things,1,1
give me bear,give me bear,bear,toy,tfidf,1.0000000000000002,bear,toy,1,1
give me bear,give me bear,bear,toy,tfidf,1.0000000000000002,bear,toy,1,1
give m bear,give m bear,bear,toy,direct,1.0,bear,toy,1,1
i want doll,i want doll,doll,toy,direct,1.0,doll,toy,1,1
 want doll,want doll,doll,toy,direct,1.0,doll,toy,1,1
there is the bus,there is the bus,bus,transport,tfidf,1.0000000000000002,bus,transport,1,1
there is th bus,there is the bus,bus,transport,tfidf,1.0000000000000002,bus,transport,1,1
thereis the bus,there's the bus,bus,transport,direct,1.0,bus,transport,1,1
it’s the school bus,it’s the school bus,school bus,transport,tfidf,1.0000000000000002,school bus,transport,1,1
it’s th school bus,it’s the school bus,school bus,transport,tfidf,1.0000000000000002,school bus,transport,1,1
shall we go in ship,shall we go in ship,ship,transport,direct,1.0,ship,transport,1,1
sahll we go in ship,small we go in ship,ship,transport,direct,1.0,ship,transport,1,1
shall we go inship,shall we go ship,ship,transport,direct,1.0,ship,transport,1,1
bake some vegitables,bake some vegitables,baked vegetables,vegetables,fuzzy,1.0,baked vegetables,vegetables,1,1
bake som vegitables,bake some vegitables,baked vegetables,vegetables,fuzzy,1.0,baked vegetables,vegetables,1,1
bake sm vegitables,bake sm vegitables,baked vegetables,vegetables,fuzzy,0.9473684210526315,baked vegetables,vegetables,1,1
i want some steamed veggies,i want some steamed veggies,steamed veggies,vegetables,tfidf,1.0000000000000002,steamed veggies,vegetables,1,1
i want somesteamed veggies,i want steamed veggies,steamed veggies,vegetables,direct,1.0,steamed veggies,vegetables,1,1
i wnt some steamed veggies,i want some steamed veggies,steamed veggies,vegetables,tfidf,1.0000000000000002,steamed veggies,vegetables,1,1
its cloudy,its cloudy,cloudy,weather,tfidf,1.0000000000000002,cloudy,weather,1,1
its cluody,its cloudy,cloudy,weather,tfidf,1.0000000000000002,cloudy,weather,1,1
its cldy,its cloudy,cloudy,weather,tfidf,1.0000000000000002,cloudy,weather,1,1
its so foggy,its so foggy,foggy,weather,tfidf,1.0000000000000002,foggy,weather,1,1
its so foggy,its so foggy,foggy,weather,tfidf,1.0000000000000002,foggy,weather,1,1
its snowy,its snowy,snowy,weather,tfidf,1.0000000000000002,snowy,weather,1,1
its snoyw,its snowy,snowy,weather,tfidf,1.0000000000000002,snowy,weather,1,1
it snowy,it snowy,snowy,weather,direct,1.0,snowy,weather,1,1
its spring time,its spring time,spring,weather,tfidf,1.0000000000000002,spring,weather,1,1
itsspring time,spring time,spring,weather,direct,1.0,spring,weather,1,1
its sprng time,its spring time,spring,weather,tfidf,1.0000000000000002,spring,weather,1,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,birthdays,wishes,1,1
happy ibrthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,birthdays,wishes,1,1
happybirthday,birthday,birthdays,wishes,fuzzy,0.7272727272727273,birthdays,wishes,1,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,brother's birthday,wishes,0,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,brother's birthday,wishes,0,1
bye,bye,bye,wishes,direct,1.0,bye,wishes,1,1
by,bye,bye,wishes,direct,1.0,bye,wishes,1,1
ybe,be,bye,wishes,fuzzy,0.8,bye,wishes,1,1
happy christmas,happy christmas,happy,action,direct,1.0,christmas,wishes,0,0
happy chirstmas,happy christmas,happy,action,direct,1.0,christmas,wishes,0,0
happy christmas,happy christmas,happy,action,direct,1.0,christmas,wishes,0,0
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,cousin's birthday,wishes,0,1
happy bitrhday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,cousin's birthday,wishes,0,1
happybirthday,birthday,birthdays,wishes,fuzzy,0.7272727272727273,cousin's birthday,wishes,0,1
have a good day,have a good day,day,wishes,tfidf,1.0000000000000002,day,wishes,1,1
hav a good day,have a good day,day,wishes,tfidf,1.0000000000000002,day,wishes,1,1
have a gd day,have a gd day,day,wishes,direct,1.0,day,wishes,1,1
happy diwali,happy diwali,happy,action,direct,1.0,diwali,wishes,0,0
hpapy diwali,happy diwali,happy,action,direct,1.0,diwali,wishes,0,0
hppy diwali,happy diwali,happy,action,direct,1.0,diwali,wishes,0,0
happy dussehra,happy dussehra,happy,action,direct,1.0,dussehra,wishes,0,0
hppy dussehra,happy dussehra,happy,action,direct,1.0,dussehra,wishes,0,0
happy dsshr,happy dussehra,happy,action,direct,1.0,dussehra,wishes,0,0
happy easter,happy easter,happy,action,direct,1.0,easter,wishes,0,0
hppy easter,happy easter,happy,action,direct,1.0,easter,wishes,0,0
happyeaster,happyeaster,easter,wishes,fuzzy,0.9565217391304348,easter,wishes,1,1
happy eid,happy eid,happy,action,direct,1.0,eid,wishes,0,0
happ eid,happy eid,happy,action,direct,1.0,eid,wishes,0,0
happyeid,happy,happy,action,direct,1.0,eid,wishes,0,0
good evening,good evening,evening,wishes,direct,1.0,evening,wishes,1,1
goodevening,good evening,evening,wishes,direct,1.0,evening,wishes,1,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,father's birthday,wishes,0,1
happy brthdy,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,father's birthday,wishes,0,1
hppy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,father's birthday,wishes,0,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,friend's birthday,wishes,0,1
happybirthday,birthday,birthdays,wishes,fuzzy,0.7272727272727273,friend's birthday,wishes,0,1
happ birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,friend's birthday,wishes,0,1
happy ganesh chaturthi,happy ganesh chaturthi,happy,action,direct,1.0,ganesh chaturthi,wishes,0,0
happy ganeshchaturthi,happy ganesh chaturthi,happy,action,direct,1.0,ganesh chaturthi,wishes,0,0
happy gaensh chaturthi,happy ganesh chaturthi,happy,action,direct,1.0,ganesh chaturthi,wishes,0,0
good afternoon,good afternoon,good afternoon,wishes,tfidf,1.0000000000000002,good afternoon,wishes,1,1
gd afternoon,gd afternoon,good afternoon,wishes,fuzzy,0.9230769230769231,good afternoon,wishes,1,1
goo afternoon,good afternoon,good afternoon,wishes,tfidf,1.0000000000000002,good afternoon,wishes,1,1
good evening,good evening,evening,wishes,direct,1.0,good evening,wishes,0,1
goo evening,good evening,evening,wishes,direct,1.0,good evening,wishes,0,1
goodevening,good evening,evening,wishes,direct,1.0,good evening,wishes,0,1
good friday,good friday,good friday,wishes,tfidf,1.0000000000000002,good friday,wishes,1,1
goodfriday,good friday,good friday,wishes,tfidf,1.0000000000000002,good friday,wishes,1,1
good frida,good friday,good friday,wishes,tfidf,1.0000000000000002,good friday,wishes,1,1
good morning,good morning,good morning,wishes,direct,1.0,good morning,wishes,1,1
good mornin,good morning,good morning,wishes,direct,1.0,good morning,wishes,1,1
good night,good night,good night,wishes,direct,1.0,good night,wishes,1,1
good nght,good night,good night,wishes,direct,1.0,good night,wishes,1,1
good inght,good tight,good night,wishes,fuzzy,0.9,good night,wishes,1,1
hi grandpa,hi grandpa,hi,wishes,direct,1.0,grandfather,wishes,0,1
h grandpa,h grandpa,grandfather,wishes,fuzzy,0.9473684210526315,grandfather,wishes,1,1
higrandpa,grandpa,grandfather,wishes,fuzzy,0.8235294117647058,grandfather,wishes,1,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,grandma's birthday,wishes,0,1
happybirthday,birthday,birthdays,wishes,fuzzy,0.7272727272727273,grandma's birthday,wishes,0,1
happ birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,grandma's birthday,wishes,0,1
hello grandma,hello grandma,grandmother,wishes,tfidf,1.0000000000000002,grandmother,wishes,1,1
hello rgandma,hello grandma,grandmother,wishes,tfidf,1.0000000000000002,grandmother,wishes,1,1
hellograndma,hellograndma,grandmother,wishes,fuzzy,0.96,grandmother,wishes,1,1
happy birthday,happy birthday,birthdays,wishes,tfidf,1.0000000000000002,grandpa's birthday,wishes,0,1
