input,normalized,correct_label,time_context,location_context
i??ts a circle,its a circle,circle,evening,restaurant
i need medicine,i need medicine,tablet,morning,home
i am in danger,i am in danger,danger,morning,home
i lk chocolate milkshake,i lk chocolate milkshake,chocolate milkshake,afternoon,hospital
no kckng please,no kicking please,no kicking please,evening,restaurant
my stomahc aches,my stomach aches,stomach,evening,restaurant
i want to sleep,i want to sleep,nap,morning,home
hsall we go to playground,small we go to playground,playground,night,community
shall wego in ship,shall wego in ship,ship,evening,restaurant
it snowy,it snowy,snowy,morning,home
itis 100 rupees,its 100 rupees,inr 100,afternoon,hospital
i wan food,i wan food,dinner,night,community
iam sick,am sick,sick,morning,home
i want pineapple,i want pineapple,pineapple,afternoon,hospital
its a cockroach,its a cockroach,cockroach,morning,home
"""please give me a dosa.""","""please give me a dosa.""",dosa,afternoon,hospital
ho,how,how,afternoon,hospital
get the key,get the key,key,midday,school
blowmy nose,blow nose,blow nose,night,community
i see the cwo,i see the cwo,cow,afternoon,hospital
make some pasta,make some pasta,pasta,afternoon,hospital
i want to ply seesasw,i want to play seesasw,see-saw,afternoon,hospital
give some piclke,give some pickle,pickle,evening,restaurant
i se birds,i use birds,birds,evening,restaurant
switchon the heater,switch the heater,heater,morning,home
i wantroast chicken,i wantroast chicken,roast chicken,midday,school
it is 2000 rupees,it is 2000 rupees,inr 2000,afternoon,hospital
give e milkshake,give e milkshake,milkshake,afternoon,hospital
give me appel juice,give me apple juice,apple juice,midday,school
i watn to change my leggins,i what to change my leggins,change leggings,midday,school
i want a drink,i want a drink,water,morning,home
give me somebiscuit,give me biscuit,biscuits,afternoon,hospital
i want food,i want food,tiffin,evening,restaurant
i wan to sleep,i wan to sleep,nap,afternoon,hospital
hi,hi,hi,night,community
there is an ant,there is an ant,ant,midday,school
i want to sleep,i want to sleep,nap,morning,home
i want to reques you,i want to request you,requests,morning,home
where ismy errings,where ismy errings,earrings,midday,school
give me some frozen yogurt,give me some frozen yogurt,frozen yogurt,afternoon,hospital
hello grandma,hello grandma,grandmother,evening,restaurant
give me maaza,give me maaza,maaza,morning,home
its in my cupbaord,its in my cupboard,cupboard,morning,home
i feel pain,i feel pain,doctor,afternoon,hospital
i need medicin,i need medicin,capsule,afternoon,hospital
i wantpudding,i pudding,pudding,night,community
i love khichidi,i love khichidi,khichdi,morning,home
i have abed time routine,i have bed time routine,bed time routine,midday,school
make me banana milkshake,make me banana milkshake,banana milkshake,night,community
take my drawin book,take my drawing book,drawing book,morning,home
i wan to eat,i wan to eat,dinner,night,community
happ holi,happy holi,holi,afternoon,hospital
take me to the park,take me to the park,park,afternoon,hospital
i want to go to bed,i want to go to bed,bed,midday,school
my hr,my hr,hair,morning,home
tak me to doctor,take me to doctor,doctor,evening,restaurant
i want food,i want food,dinner,night,community
shall we play cards,shall we play cards,playing cards,afternoon,hospital
i am bore,i am bored,bored,midday,school
hello,hello,hello,evening,restaurant
gv me some milk,gve me some milk,milk,morning,home
i am hungry,i am hungry,tiffin,evening,restaurant
i want t play frisbee,i want t play frisbee,frisbee,night,community
i want pnppl juice,i want pnppl juice,pineapple juice,evening,restaurant
take that bowl,take that bowl,bowl,afternoon,hospital
howare you,howare you,how are you,morning,home
i want a drink,i want a drink,water,afternoon,hospital
i am sa,i am sad,sad,evening,restaurant
help me with my shirt,help me with my shirt,shirt,afternoon,hospital
i wan to sleep,i wan to sleep,nap,afternoon,hospital
i want towatch cricket,i want watch cricket,cricket,night,community
i want medu wada,i want medu wada,medu wada,night,community
there is the skipin rope,there is the skiping rope,skipping rope,night,community
no pinching please,no pinching please,no pinching please,night,community
gv me a cup,gve me a cup,cup,morning,home
there isthe skunk,there the skunk,skunk,morning,home
switch to nxt channel,switch to next channel,next channel,afternoon,hospital
can you amke a sandwich for me,can you take a sandwich for me,sandwich,night,community
they are my friends,they are my friends,friends,evening,restaurant
ilove bowling,love bowling,bowling,afternoon,hospital
there is the horse,there is the horse,horse,morning,home
its a cck,its a cck,cuckoo,evening,restaurant
give m fruit punch,give m fruit punch,fruit punch,night,community
ineed more time,need more time,i need more time,afternoon,hospital
give orange,give orange,orange,night,community
happy birtdhay,happy birthday,friend's birthday,afternoon,hospital
i am thirsty,i am thirsty,water,morning,home
beautiful colors,beautiful colors,colors,morning,home
i want to wr socks,i want to wr socks,socks,midday,school
can we play indoor gms,can we play indoor games,indoor games,morning,home
i feel pain,i feel pain,nurse,midday,school
can you mk me poached eggs,can you mk me poached eggs,poached eggs,morning,home
i am hungry,i am hungry,tiffin,evening,restaurant
no pinchin please,no pinching please,no pinching please,evening,restaurant
i want a drnk,i want a drnk,juice,midday,school
i feel pain,i feel pain,sit,evening,restaurant
there is a duck,there is a duck,duck,midday,school
i wnat some rice,i what some rice,rice,afternoon,hospital
i want to sleap,i want to sleap,nap,afternoon,hospital
itsin kitchen,its kitchen,kitchen,night,community
i want food,i want food,breakfast,morning,home
htere is the lamp,here is the lamp,lamp,night,community
this ismy caregiver,this ismy caregiver,caregiver,midday,school
itsbat,itsbat,bat,midday,school
i want to sleap,i want to sleap,nap,morning,home
b safety,b safety,safety,midday,school
i want a drnk,i want a drnk,juice,midday,school
there isthe skunk,there the skunk,skunk,afternoon,hospital
i want someraita,i want someraita,raita,evening,restaurant
i want a drink,i want a drink,water,afternoon,hospital
i needcable,i needcable,cable,evening,restaurant
i like to play chess,i like to play chess,chess,midday,school
happy easte,happy easter,easter,afternoon,hospital
i wan poha,i want poha,poha,night,community
can yo play with me,can you play with me,play with me,evening,restaurant
no picking onse please,no picking zone please,no picking nose please,night,community
i want to wear watch,i want to wear watch,watch,afternoon,hospital
i want to eat,i want to eat,lunch,midday,school
i like strwbrry,i like strawberry,strawberry,morning,home
i want to sleep,i want to sleep,nap,midday,school
iwas hit,was hit,i was hit,afternoon,hospital
i lkie kabaddi,i line kabaddi,kabaddi,midday,school
take my coat,take my coat,coat,afternoon,hospital
i wan a drink,i wan a drink,water,afternoon,hospital
i am hungry,i am hungry,dinner,night,community
there is some mone,there is some money,money,midday,school
i am thirsty,i am thirsty,soda,night,community
i want to eat,i want to eat,dinner,night,community
my ht,my hot,hat,night,community
buy me a mountain dw,buy me a mountain dew,mountain dew,afternoon,hospital
i am strssd out,i am stressed out,stressed,afternoon,hospital
happy ganesh chtrth,happy ganesh chaturthi,ganesh chaturthi,morning,home
there is the eagle,there is the eagle,eagle,afternoon,hospital
b safety,b safety,safety,afternoon,hospital
i want to eat,i want to eat,dinner,night,community
m shoulder aches,m shoulder aches,shoulder,afternoon,hospital
i needhelp,i i need help,i need help,night,community
it?? a rabbit,its a rabbit,rabbit,afternoon,hospital
i am done eating,i am done eating,eating,midday,school
where ismy raincoat,where ismy raincoat,raincoat,evening,restaurant
there is the mg,there is the mug,mug,evening,restaurant
i want shampoo,i want shampoo,shampoo,morning,home
i feel cold,i feel cold,coat,night,community
noodles pls,noodles pls,noodles,afternoon,hospital
i want to slide,i want to slide,slide,night,community
give m some frozen yogurt,give m some frozen yogurt,frozen yogurt,evening,restaurant
where is the scl,where is the scale,scale,night,community
its ver hazards,its very hazards,hazards,midday,school
i love mango,i love mango,mango,afternoon,hospital
lets go to fruit shop,lets go to fruit shop,fruit shop,evening,restaurant
i feel pain,i feel pain,sit,evening,restaurant
can youroast beef,can roast beef,roast beef,midday,school
my clothes are loose,my clothes are loose,my clothes are loose,night,community
give me energy drikn,give me energy drink,energy drink,evening,restaurant
giv me something to drink,give me something to drink,drinks,evening,restaurant
blowmy nose,blow nose,blow nose,afternoon,hospital
give my pillows,give my pillows,pillows,midday,school
three is the pig,these is the pig,pig,night,community
i want food,i want food,dinner,night,community
its the dnokey,its the donkey,donkey,morning,home
switch onthe heater,switch month heater,heater,morning,home
thecolor is white,color is white,white,night,community
give mypillows,give pillows,pillows,midday,school
goodnight,good night,good night,night,community
take that book,take that book,book,evening,restaurant
i wan food,i wan food,tiffin,evening,restaurant
ineed mutton,need mutton,mutton,morning,home
can you comb m hair,can you comb m hair,comb hair,morning,home
i want to sleep,i want to sleep,sleep,night,community
i want food,i want food,tiffin,evening,restaurant
its an owl,its an owl,owl,midday,school
what is th current time,what is the current time,current time,morning,home
iwant to sleep,want to sleep,sleep,evening,restaurant
i need medicine,i need medicine,syrup,evening,restaurant
i am hungry,i am hungry,tiffin,evening,restaurant
no talking whil eating please!,no talking while eating please!,no talking while eating please!,morning,home
i want to eat,i want to eat,breakfast,morning,home
atke a blank paper,take a blank paper,blank paper,evening,restaurant
i want food,i want food,snack,afternoon,hospital
my kn,my kn,knee,midday,school
i need medicine,i need medicine,tablet,morning,home
there isa monkey,there is monkey,monkey,afternoon,hospital
i wan food,i wan food,tiffin,evening,restaurant
i want to sleep,i want to sleep,nap,midday,school
i need medicin,i need medicin,capsule,afternoon,hospital
i wan to eat,i wan to eat,dinner,night,community
ther is a divider,there is a divider,divider,evening,restaurant
i want some laddoo,i want some laddoo,laddoo,evening,restaurant
where isthe ball pit,where the ball pit,ball pit,afternoon,hospital
i lv gulab jamun,i lv gulab jamun,gulab jamun,midday,school
i don't undersatnd,i don't understand,i don't understand,afternoon,hospital
i was made fun o,i was made fun o,i was made fun of,midday,school
i want to change my skirts,i want to change my skirts,change skirt,midday,school
makesome pasta,awesome pasta,pasta,night,community
give me coloured ppr,give me coloured paper,coloured paper,evening,restaurant
i am stressed t,i am stressed t,stressed,midday,school
i wan to eat,i wan to eat,tiffin,evening,restaurant
i want roast chckn,i want roast chicken,roast chicken,night,community
there is a monkey,there is a monkey,monkey,evening,restaurant
whereis my spectacles,where my spectacles,spectacles,night,community
make some prth,make some prth,paratha,night,community
